SubjectID,Phase,Order (randomization),Trial,Repeat,EndType,Habituated,StimID,StimName,StimLabel,Left,Center,Right,ISS,Trial Start,Trial End,TotalLook,TotalLookAway,TotalLeft,TotalCenter,TotalRight,LookEnabled,LookDisabled,Looks,method
T128,Habituation,default (none),8,0,MaxStimulusTime,No,32,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,41977133,41991979,13250,0,0,13250,0,41977977,41991979,LookCenter,online
T128,Habituation,default (none),9,0,MaxLookAwayTime,No,33,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,41991980,42000253,3100,0,0,3100,0,41994940,42000253,LookCenter,online
T128,Habituation,default (none),10,0,MaxLookAwayTime,No,34,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,42000254,42007723,3185,0,0,3185,0,42002278,42007723,LookCenter,online
T128,Habituation,default (none),11,0,MaxLookAwayTime,No,35,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,42007725,42020105,8509,0,0,8509,0,42009278,42020105,LookCenter,online
T128,Habituation,default (none),12,0,MaxLookAwayTime,No,36,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,42020106,42028060,4324,0,0,4324,0,42021502,42028060,LookCenter,online
T128,Habituation,default (none),13,0,MaxStimulusTime,No,37,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,42028061,42043352,13148,0,0,13148,0,42029351,42043352,LookCenter,online
T128,Habituation,default (none),14,0,MaxLookAwayTime,No,38,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,42043353,42052268,3651,0,0,3651,0,42046313,42052268,LookCenter,online
T128,Habituation,default (none),15,0,MaxLookAwayTime,No,39,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,42052269,42059069,2987,0,0,2987,0,42053830,42059069,LookCenter,online
T128,Habituation,default (none),16,0,MaxLookAwayTime,No,40,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,42059071,42067955,5288,0,0,5288,0,42060393,42067955,LookCenter,online
T128,Habituation,default (none),17,0,MaxLookAwayTime,No,41,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,42067956,42080299,8820,0,0,8820,0,42069191,42080299,LookCenter,online
T128,Habituation,default (none),18,0,MaxLookAwayTime,No,42,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,42080300,42087094,3340,0,0,3340,0,42081504,42087094,LookCenter,online
T128,Habituation,default (none),19,0,MaxLookAwayTime,No,43,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,42087095,42092729,2351,0,0,2351,0,42088190,42092729,LookCenter,online
T128,Habituation,default (none),20,0,MaxLookAwayTime,No,44,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,42092730,42104747,8730,0,0,8730,0,42093779,42104746,LookCenter,online
T128,Habituation,default (none),21,0,MaxLookAwayTime,No,45,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,42104748,42111780,3780,0,0,3780,0,42105773,42111780,LookCenter,online
T128,Habituation,default (none),22,0,MaxLookAwayTime,No,46,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,42111781,42118381,3340,0,0,3340,0,42112685,42118381,LookCenter,online
T128,Habituation,default (none),23,0,MaxLookAwayTime,No,47,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,42118383,42126587,4689,0,0,4689,0,42119685,42126587,LookCenter,online
T128,Habituation,default (none),24,0,MaxLookAwayTime,No,48,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,42126588,42133419,3293,0,0,3293,0,42127856,42133419,LookCenter,online
T128,Test,C1 (none),1,0,MaxLookAwayTime,Yes,24,Same_test,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,42133419,42147028,6267,0,0,6267,0,42138552,42147028,LookCenter,online
T128,Test,C1 (none),2,0,MaxStimulusTime,Yes,25,NT_test,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,42147029,42163313,13759,0,0,13759,0,42149312,42163313,LookCenter,online
T128,Test,C1 (none),3,0,MaxLookAwayTime,Yes,50,AuditoryControl,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,42163314,42175739,9020,0,0,9020,0,42164352,42175739,LookCenter,online
T128,Test,C1 (none),4,0,MaxStimulusTime,Yes,51,VisualControl,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object Loom.mp4,NA,NA,42175739,42192588,13362,0,0,13362,0,42178586,42192588,LookCenter,online
T131,PrePre,default (none),1,0,MaxLookAwayTime,No,16,AudioTest,NA,NA,/Users/bergelsonlab/Downloads/OnlineExperiment/Cat5Sec.mov,NA,NA,70064202,70073633,4357,0,0,4357,0,70067011,70073633,LookCenter,online
T131,Wait,default (none),1,0,GotLook,No,17,Wait,NA,NA,Color(rgb) #000000,NA,NA,70073635,70134316,2144,0,0,2144,0,70074822,70134316,LookCenter,online
T131,Calibration,default (none),1,0,MaxStimulusTime,No,18,Calibration,NA,NA,/Users/bergelsonlab/Downloads/OnlineExperiment/Calibration_Movie.mp4,NA,NA,70134317,70160643,24679,0,0,24679,0,70135642,70160643,LookCenter,online
T131,PreFam,default (none),1,0,MaxStimulusTime,No,19,Apple,NA,NA,/Users/bergelsonlab/Downloads/OnlineExperiment/NewTalker 2/Apple looming.mp4,NA,NA,70160644,70175784,13716,0,0,13716,0,70161782,70175784,LookCenter,online
T131,PreFam,default (none),2,0,MaxStimulusTime,No,20,Ball,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Ball looming2.mp4,NA,NA,70175785,70190943,13634,0,0,13634,0,70176942,70190943,LookCenter,online
T131,PreFam,default (none),3,0,MaxStimulusTime,No,21,Shoe,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Shoe looming2.mp4,NA,NA,70190944,70206576,13492,0,0,13492,0,70192575,70206576,LookCenter,online
T131,PreFam,default (none),4,0,MaxStimulusTime,No,22,Dog,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Dog looming2.mp4,NA,NA,70206581,70221892,13710,0,0,13710,0,70207891,70221892,LookCenter,online
T131,Habituation,default (none),1,0,MaxStimulusTime,No,23,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,70221893,70237038,13611,0,0,13611,0,70223037,70237038,LookCenter,online
T131,Habituation,default (none),2,0,MaxLookAwayTime,No,26,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,70237039,70244371,3865,0,0,3865,0,70238072,70244371,LookCenter,online
T131,Habituation,default (none),3,0,MaxLookAwayTime,No,27,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,70244372,70255271,6919,0,0,6919,0,70246038,70255271,LookCenter,online
T131,Habituation,default (none),4,0,MaxLookAwayTime,No,28,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,70255272,70262663,2995,0,0,2995,0,70257431,70262663,LookCenter,online
T131,Habituation,default (none),5,0,MaxLookAwayTime,No,29,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,70262664,70276262,9279,0,0,9279,0,70264723,70276262,LookCenter,online
T131,Habituation,default (none),6,0,MaxLookAwayTime,No,30,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,70276263,70286198,5324,0,0,5324,0,70278568,70286198,LookCenter,online
T131,Habituation,default (none),7,0,MaxLookAwayTime,No,31,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,70286199,70295263,4338,0,0,4338,0,70288698,70295263,LookCenter,online
T131,Habituation,default (none),8,0,MaxLookAwayTime,No,32,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,70295264,70303978,4261,0,0,4261,0,70297423,70303978,LookCenter,online
T131,Habituation,default (none),9,0,MaxLookAwayTime,No,33,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,70303979,70310648,2062,0,0,2062,0,70306365,70310648,LookCenter,online
T131,Habituation,default (none),10,0,MaxLookAwayTime,No,34,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,70310649,70317111,2153,0,0,2153,0,70312611,70317111,LookCenter,online
T131,Test,C2 (none),1,0,MaxLookAwayTime,Yes,24,NT_test,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,70317111,70335113,9572,0,0,9572,0,70323287,70335113,LookCenter,online
T131,Test,C2 (none),2,0,MaxLookAwayTime,Yes,25,Same_test,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,70335114,70342204,2989,0,0,2989,0,70336987,70342204,LookCenter,online
T131,Test,C2 (none),3,0,MaxLookAwayTime,Yes,36,AuditoryControl,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,70342205,70357442,10269,0,0,10269,0,70344908,70357442,LookCenter,online
T131,Test,C2 (none),4,0,MaxLookAwayTime,Yes,37,VisualControl,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object Loom.mp4,NA,NA,70357442,70368992,7516,0,0,7516,0,70359195,70368992,LookCenter,online
T132,PrePre,default (none),1,0,MaxLookAwayTime,No,16,AudioTest,NA,NA,/Users/bergelsonlab/Downloads/OnlineExperiment/Cat5Sec.mov,NA,NA,422988,431803,4410,0,0,4410,0,425127,431803,LookCenter,online
T132,Wait,default (none),1,0,GotLook,No,17,Wait,NA,NA,Color(rgb) #000000,NA,NA,431805,499420,2501,0,0,2501,0,433383,499420,LookCenter,online
T132,Calibration,default (none),1,0,MaxStimulusTime,No,18,Calibration,NA,NA,/Users/bergelsonlab/Downloads/OnlineExperiment/Calibration_Movie.mp4,NA,NA,499421,526255,24805,0,0,24805,0,501253,526255,LookCenter,online
T132,PreFam,default (none),1,0,MaxLookAwayTime,No,19,Apple,NA,NA,/Users/bergelsonlab/Downloads/OnlineExperiment/NewTalker 2/Apple looming.mp4,NA,NA,526256,540299,9340,0,0,9340,0,528737,540299,LookCenter,online
T132,PreFam,default (none),2,0,MaxStimulusTime,No,20,Ball,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Ball looming2.mp4,NA,NA,540300,557114,12070,0,0,12070,0,543113,557114,LookCenter,online
T132,PreFam,default (none),3,0,MaxLookAwayTime,No,21,Shoe,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Shoe looming2.mp4,NA,NA,557115,574922,11297,0,0,11297,0,561328,574922,LookCenter,online
T132,PreFam,default (none),4,0,MaxStimulusTime,No,22,Dog,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Dog looming2.mp4,NA,NA,574926,591333,13743,0,0,13743,0,577332,591333,LookCenter,online
T132,Habituation,default (none),1,0,MaxLookAwayTime,No,23,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,591334,604607,9186,0,0,9186,0,593148,604607,LookCenter,online
T132,Habituation,default (none),2,0,MaxStimulusTime,No,26,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,604608,620952,11998,0,0,11998,0,606951,620952,LookCenter,online
T132,Habituation,default (none),3,0,MaxLookAwayTime,No,27,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,620953,627920,2960,0,0,2960,0,622607,627920,LookCenter,online
T132,Habituation,default (none),4,0,MaxLookAwayTime,No,28,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,627921,640350,4720,0,0,4720,0,633361,640350,LookCenter,online
T132,Habituation,default (none),5,0,MaxLookAwayTime,No,29,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,640351,649528,2440,0,0,2440,0,644833,649528,LookCenter,online
T132,Habituation,default (none),6,0,MaxLookAwayTime,No,30,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,649529,675999,4959,0,0,4959,0,668656,675999,LookCenter,online
T132,Habituation,default (none),7,0,MaxLookAwayTime,No,31,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,676000,687605,4640,0,0,4640,0,680642,687605,LookCenter,online
T132,Habituation,default (none),8,0,MaxLookAwayTime,No,32,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,687606,711773,2810,0,0,2810,0,706629,711773,LookCenter,online
T132,Habituation,default (none),9,0,MaxLookAwayTime,No,33,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,711774,730120,3626,0,0,3626,0,724144,730120,LookCenter,online
T132,Habituation,default (none),10,0,MaxLookAwayTime,No,34,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,730121,744334,3836,0,0,3836,0,738238,744334,LookCenter,online
T132,Habituation,default (none),11,0,MaxLookAwayTime,No,35,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,744335,761476,2776,0,0,2776,0,756431,761476,LookCenter,online
T132,Test,C1 (none),1,0,MaxLookAwayTime,Yes,24,Same_test,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,761476,776910,3524,0,0,3524,0,771148,776910,LookCenter,online
T132,Test,C1 (none),2,0,MaxLookAwayTime,Yes,25,NT_test,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,776911,790663,4889,0,0,4889,0,783572,790663,LookCenter,online
T132,Test,C1 (none),3,0,MaxStimulusTime,Yes,37,AuditoryControl,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,790664,815069,13780,0,0,13780,0,801066,815069,LookCenter,online
T132,Test,C1 (none),4,0,MaxStimulusTime,Yes,38,VisualControl,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object Loom.mp4,NA,NA,815069,830344,12593,0,0,12593,0,816344,830344,LookCenter,online
T134,PrePre,default (none),1,0,MaxLookAwayTime,No,16,AudioTest,NA,NA,/Users/bergelsonlab/Downloads/OnlineExperiment/Cat5Sec.mov,NA,NA,8040673,8049757,4582,0,0,4582,0,8042885,8049756,LookCenter,online
T134,Wait,default (none),1,0,GotLook,No,17,Wait,NA,NA,Color(rgb) #000000,NA,NA,8049760,8121836,2588,0,0,2588,0,8051509,8121836,LookCenter,online
T134,Calibration,default (none),1,0,MaxStimulusTime,No,18,Calibration,NA,NA,/Users/bergelsonlab/Downloads/OnlineExperiment/Calibration_Movie.mp4,NA,NA,8121837,8148658,24761,0,0,24761,0,8123652,8148658,LookCenter,online
T134,PreFam,default (none),1,0,MaxStimulusTime,No,19,Apple,NA,NA,/Users/bergelsonlab/Downloads/OnlineExperiment/NewTalker 2/Apple looming.mp4,NA,NA,8148660,8163842,13719,0,0,13719,0,8149841,8163842,LookCenter,online
T134,PreFam,default (none),2,0,MaxStimulusTime,No,20,Ball,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Ball looming2.mp4,NA,NA,8163843,8179123,13692,0,0,13692,0,8165122,8179123,LookCenter,online
T134,PreFam,default (none),3,0,MaxStimulusTime,No,21,Shoe,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Shoe looming2.mp4,NA,NA,8179124,8194185,11974,0,0,11974,0,8180184,8194185,LookCenter,online
T134,PreFam,default (none),4,0,MaxLookAwayTime,No,22,Dog,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Dog looming2.mp4,NA,NA,8194190,8209755,11139,0,0,11139,0,8196339,8209755,LookCenter,online
T134,Habituation,default (none),1,0,MaxStimulusTime,No,23,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,8209756,8225464,13688,0,0,13688,0,8211463,8225464,LookCenter,online
T134,Habituation,default (none),2,0,MaxStimulusTime,No,26,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,8225465,8240971,13608,0,0,13608,0,8226969,8240971,LookCenter,online
T134,Habituation,default (none),3,0,MaxStimulusTime,No,27,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,8240972,8256421,13612,0,0,13612,0,8242419,8256421,LookCenter,online
T134,Habituation,default (none),4,0,MaxStimulusTime,No,28,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,8256422,8272358,13733,0,0,13733,0,8258357,8272358,LookCenter,online
T134,Habituation,default (none),5,0,MaxLookAwayTime,No,29,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,8272359,8282816,6040,0,0,6040,0,8274421,8282816,LookCenter,online
T134,Habituation,default (none),6,0,MaxLookAwayTime,No,30,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,8282818,8292203,5440,0,0,5440,0,8284394,8292203,LookCenter,online
T134,Habituation,default (none),7,0,MaxLookAwayTime,No,31,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,8292204,8304225,8503,0,0,8503,0,8293391,8304225,LookCenter,online
T134,Habituation,default (none),8,0,MaxStimulusTime,No,32,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,8304226,8320737,13750,0,0,13750,0,8306736,8320737,LookCenter,online
T134,Habituation,default (none),9,0,MaxStimulusTime,No,33,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,8320738,8336615,13694,0,0,13694,0,8322614,8336615,LookCenter,online
T134,Habituation,default (none),10,0,MaxLookAwayTime,No,34,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,8336617,8349565,9071,0,0,9071,0,8338177,8349565,LookCenter,online
T134,Habituation,default (none),11,0,MaxStimulusTime,No,35,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,8349566,8365624,13728,0,0,13728,0,8351622,8365624,LookCenter,online
T134,Habituation,default (none),12,0,MaxLookAwayTime,No,36,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,8365625,8376221,6818,0,0,6818,0,8366988,8376221,LookCenter,online
T134,Habituation,default (none),13,0,MaxLookAwayTime,No,37,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,8376222,8386196,6893,0,0,6893,0,8376949,8386196,LookCenter,online
T134,Habituation,default (none),14,0,MaxLookAwayTime,No,38,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,8386197,8397255,7777,0,0,7777,0,8387150,8397255,LookCenter,online
T134,Habituation,default (none),15,0,MaxLookAwayTime,No,39,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,8397256,8409216,8314,0,0,8314,0,8398630,8409216,LookCenter,online
T134,Habituation,default (none),16,0,MaxLookAwayTime,No,40,Lof_cm_single,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,8409217,8416964,4264,0,0,4264,0,8410387,8416964,LookCenter,online
T134,Test,C2 (none),1,0,MaxLookAwayTime,Yes,24,NT_test,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,8416965,8432676,10041,0,0,10041,0,8420386,8432676,LookCenter,online
T134,Test,C2 (none),2,0,MaxLookAwayTime,Yes,25,Same_test,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,8432677,8442079,5049,0,0,5049,0,8434810,8442079,LookCenter,online
T134,Test,C2 (none),3,0,MaxStimulusTime,Yes,42,AuditoryControl,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object2 Loom.mp4,NA,NA,8442080,8459198,13797,0,0,13797,0,8445194,8459198,LookCenter,online
T134,Test,C2 (none),4,0,MaxStimulusTime,Yes,43,VisualControl,NA,NA,/Users/bergelsonlab/Desktop/SWITCH/STIM/Novel Object Loom.mp4,NA,NA,8459198,8474632,13745,0,0,13745,0,8460630,8474632,LookCenter,online
